Jetz.tree.names	Lumped	nSamples	Locus	Seq Model	Ngroups0.9	Ngroups0.8	Ngroups0.7	Ngroups.excluded0.9	Ngroups.excluded0.8	Ngroups.excluded0.7	stem.age	stem.95.lo	stem.95.hi	crown.age	crown.95.lo	crown.95.hi	Ngroups0.8_w0.2removed	crown.age_0.2removed	Ngroups0.8_w0.4removed	crown.age_0.4removed	range.size	prop.range.sampled	lat.mid	migratory.distance	elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	CS_bio_01	CS_bio_02	CS_bio_03	CS_bio_04	CS_bio_05	CS_bio_06	CS_bio_07	CS_bio_08	CS_bio_09	CS_bio_10	CS_bio_11	CS_bio_12	CS_bio_13	CS_bio_14	CS_bio_15	CS_bio_16	CS_bio_17	CS_bio_18	CS_bio_19	PC1	PC2	PC1_var	PC2_var	MeanHandWingIndex	MeanTarsusLength	Dichromatism_presence	nSubspecies	Tarsus_var	Kipps_var	Published
Dendroica_striata	Setophaga-striata	304	CR	HKY+I+G	1	3	9	0	0	1	1.7621	1.1395	2.4087	1.727680982	1.1289	2.3626	5	1.727680982	3	1.727680982	6407074.44	0.761	30.18	7352.060239	250	1.9	10.4	26	9.958	20.4	-17.6	40	11.5	-7.9	13.7	-10.8	930	102	50	21	286	166	262	183	201	77	16	16	217	65703	377	207	65724	202	65737	445	54	24	1	149	84	141	91	3.286810526	2.613414052	2.916271818	1.090172753	31.66399359	19.854	d	1	0.31908	5.675981721	y
Sialia_mexicana	Sialia-mexicana-currucoides-sialis	72	ATP8&6	GTR+I	3	3	4	0	0	0	8.619753088	4.8371	12.0195	2.783308328	1.5989	4.038	3	2.783308328	3	2.783308328	11910354.96	0.69	37.445	2111.808411	852	8.1	13.4	39	7.787	27.8	-8.7	36.2	12	8.9	18.4	-1.9	645	98	19	38	269	69	146	182	101	61	10	18	60	65685	389.5	173	134	101	65616	188	26	4	1	71	17	28	49	2.462875374	0.122987224	1.936494258	1.896530012	34.00014498	19.98866667	d	14	5.470055238	20.19517953	n
Sitta_carolinensis	Sitta-carolinensis	90	ND2	GTR+G	2	2	3	0	0	0	7.778571214	3.3711	15.5293	1.80798623	0.6681	4.2063	3	1.807986229	3	1.807986229	8898166.16	0.787	37.14	0	240	9.6	11.8	31	8.9705	28.6	-8.5	37	18.7	-1.1	20.9	-2.25	979	107	56	18	306	189	287	206.5	216	70	11	18	197.5	65768	396.5	218	65729	216	65741	359.5	40	16	0	116.5	55.5	100	65.5	1.932719443	1.263050988	1.013322252	1.566152479	27.04009388	17.834	d	9	1.73478	3.491401303	y
Spizella_passerina	Spizella-passerina	41	CR	HKY+G	4	5	5	0	0	0	3.553718942	2.0485	4.9493	1.155142894	0.61	1.7984	4	1.155142894	2	1.155142894	13378935.99	0.479	38.05	2554.725049	313.5	7.9	11.8	31	8.921	27.5	-10	37.2	17.3	-2.6	19.5	-4	948	103	55	18	297	181	280	198	217	76.5	12	18	198	65753	398	224	65744.5	217	65750	388	44	19	0	124	63	114	68	2.345282779	1.467408703	1.237076693	0.988855668	20.0598038	16.784	m	5	0.65633	7.452994314	y
Strix_occidentalis	Strix-occidentalis	97	CR	GTR+I+G	3	3	4	0	0	1	7.384152381	3.5188	11.3506	1.277003164	0.7005	1.9737	5	1.277003164	3	1.277003164	1253281.33	0.553	35.54	0	1270	11.1	13.8	47	5.892	26.5	-1.2	30.1	6.3	16.3	17.3	4.6	889	163	5	77	453	35	47	434	34	13	2	17	43	65556	295.5	37	34	34	38	369	70	1	1	189	8	14	184	1.04847157	-1.038314225	1.087343716	1.301494661	35.63762002	46.2075	m	3	15.61089167	17.54367202	y
Strix_varia	Strix-varia	190	CR	HKY+I+G	2	2	2	0	0	0	7.384152381	3.5188	11.3506	3.764856465	1.6942	6.9383	2	3.764856465	2	3.764856465	6891681.22	0.732	38.545	0	183	11.7	11.9	32	8.708	30.1	-6.8	36.3	19.1	1.2	22.8	-0.2	1085	115	62	18	319	207	298	224	211	79	13	18	183	65766	391.5	211	242	211	65613	221	24	12	0	69	41	60	45	1.50358416	1.102896723	2.182200666	1.056824449	27.58767546	55.4	m	4	16.3	7.619970809	y
Sturnella_magna	Sturnella-magna-neglecta	45	ND2	GTR+I	3	3	3	0	0	0	10.6242493	4.0341	17.669	2.380395573	1.0351	3.6943	3	2.380395573	3	2.380395573	13171437.56	0.724	31.0025	2138.236127	418	8.9	12.9	33	8.938	29.2	-9.9	39	17.7	-1.7	20.6	-3.2	670.5	93	20	38	259	74	229	119	189	74	11	17	169.5	65720	411.75	204	65699	190	65709	204.5	29	7	1	79	23	58	35	2.660806111	0.217924324	1.85893059	1.90223727	23.79148354	34.199	m	19	2.574498889	4.179468285	y
Synallaxis_azarae	Synallaxis-azarae-courseni	95	ND2	GTR+G	3	3	4	0	0	0	1.13914502	0.6934	1.6182	0.979654655	0.6321	1.4059	3	0.979654655	3	0.979654655	479352.9	0.816	-11.0675	0	2182	16.7	11.6	85	0.424	23.6	9.2	13.7	16.8	15.9	17.2	15.8	1237	188	36	45	500	134	389	159	21	10	1	10	16	26	143	20	20	21	20	114	16	3	1	47	11	39	13	-1.381234804	-0.10661024	2.972100592	3.462836702	9.386526572	22.22	m	10	1.324888889	1.93949539	y
Tachycineta_bicolor	Tachycineta-bicolor	44	ND2	GTR+I+G	1	1	1	0	0	0	7.225979284	3.0856	11.6475	0.64484783	0.2729	1.0392	1	0.64484783	2	0.64484783	12006393.6	0.597	34.735	3438.275666	242	8.3	11.6	31	8.998	27.7	-10	37.5	16.7	-2	19.7	-3.9	919	104	39	22	298	144	270	195	208	61	10	19	198	65723	395.5	215	65722	208	65737	377	46	16	0	130	58	112	67	2.364027042	1.219588947	1.488377555	1.780758328	52.84286618	11.538	d	1	0.47797	0.441559066	y
Tangara_cyanicollis	Tangara-cyanicollis	47	Cyt b	GTR+G	3	4	4	0	0	0	1.986070639	1.2484	2.7656	1.050428608	0.6399	1.5007	4	1.050428608	4	1.050428608	1249316.44	0.327	-3.325	0	1276	20.6	10.5	85	0.433	27.1	14.6	12.5	20.7	20.3	21.2	20	2018	269	69	40	731	257	518	405	20	11	1	12	14	27	132.5	20	20	20	20	201	25	6	0	75	20	56	28	-3.790043712	0.903960117	3.755735382	5.345433406	21.59867197	17.138	m	7	0.45537	10.87992421	y
Tangara_gyrola	Tangara-gyrola	91	Cyt b	GTR+G	2	2	2	0	0	0	3.371790211	2.0279	4.9656	2.648034347	1.4678	3.8682	2	2.648034347	2	2.648034347	4006179.55	0.806	-3.29	0	977	21.9	9.9	80	0.595	28.3	15.7	12	21.6	21.8	22.7	21.1	2696	395	58	53	1071	213	554	588	15	4	1	11	14	18	125.5	15	15	15	15	311	42	6	0	116	23	68	58	-4.759649964	0.760822629	2.549591558	3.600615865	18.04544365	18.17	d	9	0.9919	0.696783634	y
Tangara_vassorii	Tangara-vassorii	49	ND2	GTR+I	2	2	3	0	0	0	2.981707344	1.1189	5.0767	1.018736949	0.4522	1.8568	2	1.018736949	2	1.018736949	314335.39	0.827	-3.985	0	2483	15.1	11.5	83	0.429	22.3	7.5	13.75	15.4	14.5	15.85	14.35	1236.5	178	40	43	484	150.5	363	162.5	21	10.5	1	11	16	27	142	21	21	21.5	21	146	20	4	1	57.5	15	43	15	-1.215384471	0.232182551	2.126369627	2.72936906	22.59989551	17.71	m	3	1.05185	3.432845224	y
Tersina_viridis	Tersina-viridis	27	Cyt b	GTR+G	2	2	2	0	0	0	7.320474669	2.3021	14.2738	2.041575697	0.4364	4.7951	2	2.041575697	2	2.041575697	8790786.52	0.47	-8.88	0	800.5	22.1	10.5	79	0.645	29.1	14.7	13.6	22.65	20.75	23.2	20.55	1945.5	290.5	59.5	52.5	821.5	201.5	592.5	249.5	22	13	2	11	16	31	142.25	21.5	21	22	22	198	25	4	0	71.5	16	61	22	-3.625478145	0.134046696	3.255598349	4.293180535	25.50381641	16.262	d	3	1.25437	5.345859112	y
Tityra_semifasciata	Tityra-semifasciata	51	Cyt b	GTR+G	3	4	4	0	0	0	3.156511198	1.3791	4.8338	0.92888038	0.4698	1.5145	4	0.92888038	4	0.92888038	6330263.77	0.625	-0.59	0	298.5	24.7	10.3	73	0.8885	31.7	16.7	14.2	25.25	23.8	26.15	22.5	2222	372.5	31.5	63	1002	119.5	480	283	17	6	1	12	13	21	148.75	17	17	17	17	413.5	74	6	0	192	24	100	54.5	-4.073347219	-1.021642317	2.49581207	4.084475636	24.1053217	26.6	d	9	1.38845	1.870022842	y
Toxostoma_curvirostre	Toxostoma-curvirostre	83	ND2	HKY+G	3	3	4	0	0	0	3.958290992	2.6234	13.1774	1.131611603	0.5581	5.5057	3	1.131611603	5	1.131611603	2048021.63	0.901	27.34	0	957	18.5	16.5	46	7.088	35.2	2.1	35.4	24.5	17.9	26.9	10.8	363	68	6	61	171	24	149	68	98	39	5	16	74	115	372.5	99	98	98	98	50	9	1	1	22	4	18	7	0.75560286	-2.943766481	0.925715112	0.627783187	15.73903073	35.148	m	7	2.68177	1.507323026	y
Toxostoma_redivivum	Toxostoma-redivivum	64	Cyt b	HKY+I	2	2	3	0	0	0	2.688554807	1.0753	4.3357	0.424955138	0.1702	0.7722	2	0.424955138	3	0.424955138	210443.02	0.51	35.71	0	313.5	15.1	13.9	52	4.2865	29.9	3.4	26.5	10.1	20.65	21.4	9.9	463.5	95	1	88	256	7	13	249	34	8	2	14	39	30	260.75	34	35	35	34	314.5	63	0	1	172	5	11	167	0.5258602	-2.460873241	0.221580436	0.317225584	6.773984954	39.078	m	2	3.30737	1.706779233	y
Troglodytes_aedon	Troglodytes-aedon	252	ND2	GTR+G	17	17	17	2	3	4	8.85385602	6.0722	11.9963	7.465347517	4.9409	10.1876	18	7.465347517	19	7.465347517	25765810.66	0.794	1.97	1717.001168	288.5	8.9	11.8	31	8.901	28.2	-9.55	37.2	18.1	-2.1	20.3	-3.4	906.5	103	36	24	295.5	137	276	178.5	212	67	11	17	194	65744	402.5	216	65733	212	65743	343	42	15	0	119	55	99	62	2.296623986	1.082330875	1.863038369	1.644783469	9.123190481	16.76	m	32	1.81775	15.1399484	n
Troglodytes_troglodytes	Troglodytes-hiemalis-pacificus	48	ND2	GTR+G	2	2	2	0	0	0	3.344087874	1.3425	5.6699	1.873542943	0.7455	3.263	2	1.873542943	2	1.873542943	4205819.04	0.8	47.5875	0	357	5.9	11.1	30	8.886	24.3	-11.7	36.9	9.2	-2.3	16.5	-5.5	1025	119	44	34	330	156	236	262	188	54	11	16	204	65676	354.5	207	65673	188	65724	509	64	17	0	180	60	131	136	2.48776349	2.051956973	3.360788955	1.838802798	16.22927419	17.662	m	15	0.982684444	5.574199693	y
Trogon_rufus	Trogon-rufus	37	Cyt b	GTR+G	6	6	6	3	4	4	10.99547353	6.9336	15.4831	4.666711259	2.9664	6.4396	9	4.666711259	7	4.666711259	6687433.97	0.756	-6.805	0	200	25.4	9.6	76	0.705	31.5	19.5	12.4	25.2	25.6	26.3	24.5	3119	449	64	53	1212	243	544	833	15	4	1	11	13	17	127.5	15	15	15	15	368	48	8	0	130	34	64	96	-5.626939894	0.976418067	2.729531074	4.246521627	33.51665199	11.128	d	6	0.37717	7.175993453	y
Vireo_atricapilla	Vireo-atricapilla	106	ND2	HKY+G	1	1	1	0	0	1	2.798634994	0.7249	4.9537	0.715918816	0.2937	1.2787	1	0.715918816	1	0.342367529	463867.33	0.427	26.61	1374.027104	463	17.65	13.6	37	7.445	34.95	-0.5	35.65	22.4	8.9	27	7.95	752	113	28.5	39.5	270	98	202	98	184	93	13	14	138	65738	402.75	184	184	184	184	64	8	2	1	21.5	8	18	9.5	1.016472865	-1.022655322	0.255171164	0.178911476	15.76640537	18.394	d	1	0.44003	1.140625444	y
Vireo_gilvus	Vireo-gilvus	56	ND2	HKY+G	2	2	2	0	0	0	5.32240974	3.2304	7.523	2.605585507	1.4344	3.9011	2	2.605585507	2	2.605585507	8815345.79	0.678	38.465	2881.77286	322	7.5	11.9	31	8.865	27	-10.2	37.5	13.8	-1.1	18.6	-4.1	822	97	32	26	271	111	222	176	179	51	9	19	175	65702	387	216	65638	180	65672	347	45	13	0	127	45	82	73	2.591948216	1.074029613	1.480103461	1.369544527	23.62829712	18.372	m	5	0.68857	1.314052346	n
Vireo_huttoni	Vireo-huttoni	32	ND2	GTR+G	1	1	1	0	0	0	7.007651717	3.6117	10.6736	0.767706628	0.4382	1.1663	1	0.579819833	4	0.579819833	1215933.95	0.585	32.565	0	256	13.7	12.6	50	4.584	27.1	2.7	24.7	9.4	17.9	18.8	8.7	740	147	2	84	390	13	19	349	29	7	1	15	32	28	252.5	29	30	29	29	287	56	1	1	152	4	8	138	0.35676418	-1.632306299	0.487472448	1.529991049	16.50106971	19.004	m	13	1.03928	2.487855729	n
Vireo_plumbeus	Vireo-solitarius-plumbeous-casinii	187	ND2	HKY+G	1	2	2	0	0	0	3.052289917	2.077	4.1603	1.391021265	0.9011	1.9147	2	1.391021265	1	1.391021265	5699833.09	0.7	33.485	2410.54708	981	7.2	13.05	37	7.94	26.5	-9.8	36.7	13.5	7.7	17.5	-2.9	715	98	20	36	270.5	74	170	189	118	66	10	16	82	65690	382.5	192	135	119	65636	270	38	6	1	104	25	39	71.5	2.676182408	0.301975823	1.432125879	2.542506033	29.40143334	20.00333333	m	9	1.033066667	3.523028464	n
Xenopipo_atronitens	Xenopipo-atronitens	215	ND2	HKY+I	3	4	5	0	1	1	2.477555597	1.1141	4.3107	0.91646371	0.4498	1.5368	4	0.91646371	4	0.91646371	1961145.78	0.27	-3.15	0	76	26.1	9.3	78	0.5285	32.55	20.8	11.8	26	26.45	26.85	25.4	2225	306	58.5	43.5	861	261.5	400.5	508	28.5	21.5	4	10.5	19.5	42	131.5	28.5	28.5	28.5	28.5	173.5	27.5	4.5	0	74	16	22.5	29.5	-4.915258915	0.106871958	1.129512578	1.926631609	18.3128904	13.114	d	1	0.04788	1.518590113	y
Xenops_minutus	Xenops-minutus	222	Cyt b	GTR+G	8	9	9	0	0	0	7.720853693	5.066	10.6175	4.355024102	2.9946	5.7379	9	4.355024102	9	4.355024102	9774740.05	0.743	-3.34	0	280	24.9	9.4	76	0.7325	30.95	17.9	12.8	24.9	24.6	26	22.95	2527	396	49	56	1052	174	527.5	490	15	6	1	12	13	19	133	16	15	15.5	16	469	76.5	8	0	189.5	35	98	105	-4.970254416	0.14525334	2.587683571	2.989972155	20.82483785	13.79	m	10	0.94785	1.016865506	y
Xiphorhynchus_elegans	Xiphorhynchus-elegans-spixii	76	Cyt b	GTR+G	2	2	2	0	0	0	4.419713682	3.0721	6.0668	2.586927124	1.6618	3.7665	2	2.586927124	2	2.586927124	3603237.24	0.48	-6.195	0	208	25.4	10.5	80	0.492	32.2	17.7	13.8	26	25.2	26.3	24.4	2616	324	107	43	932	368	709	378	24	17	2	12	14	32	140	24	24	24	24	201	28	6	0	78	21	72	38	-5.601276743	1.230667921	1.105906103	3.316531631	19.26783963	20.416	m	6	1.156271111	11.05997793	y
Xiphorhynchus_fuscus	Xiphorhynchus-fuscus	28	ND2	HKY+G	3	4	4	0	0	0	3.507361272	1.757	5.435	1.135347894	0.5101	1.8678	3	1.135347893	3	1.135347893	2245905.05	0.817	-16.835	0	632.5	18.95	10	58	2.213	27.85	8.8	16.9	21.6	16.1	21.9	15.5	1576.5	253.5	53	46	678.5	180	597.5	183	36	27.5	5	11	23	48.5	181	35.5	36	35	36	278.5	40	8.5	0	113	28	103.5	32.5	-2.207201898	0.317116939	0.600877317	0.985766301	17.89789872	18.126	m	4	0.13013	3.786802085	y
Xiphorhynchus_ocellatus	Xiphorhynchus-ocellatus-pardalotus	34	ND2	HKY+G	7	7	7	2	3	4	2.846186385	1.9533	3.7961	2.577555433	1.8415	3.434	9	2.577555433	6	2.577555433	4535552.22	0.43	-3.03	0	244	25.1	9.6	79	0.49	31	19.6	12	25	25.2	25.7	24.3	2287	313	94	41	886	292	602	452	22	29	3	13	16	35	141	22	22	22	22	265	33	8	0	97	28	68	28	-5.138620532	0.438099216	2.424671187	3.312207874	20.63454011	21.292	m	9	1.391728889	2.675839019	y
Xiphorhynchus_triangularis	Xiphorhynchus-triangularis	42	ND2	HKY+G	3	3	3	0	0	0	1.878989858	0.76	3.038	1.42646137	0.5623	2.3158	3	1.42646137	3	1.42646137	287503.66	0.663	-3.535	0	1757.5	19.05	10.9	81	0.4855	25.6	12	13.15	19.1	18.35	19.65	18.05	1630.5	213.5	60.5	41	581	214.5	433.5	245	21	10	1	11	16	27	138.5	21	21	21	21	205	29.5	4.5	0	83	17	63.5	21.5	-2.769330276	0.20947617	3.727172767	4.815113925	21.40163131	22.796	m	4	0.32173	2.3529233	y
Zonotrichia_capensis	Zonotrichia-capensis	92	CR	HKY+I+G	2	3	3	0	0	0	4.689264027	1.1791	9.7926	1.796853875	0.6854	3.463	2	1.796853875	3	1.796853875	12725818.93	0.932	-18.265	0	1338	15.6	10.7	73	1.163	24.9	7	16.2	15.4	16.5	18.3	13.1	1078	171	19	61	447	78	303	187	21	5	1	13	17	26	164	21	21	21	21	109	16	2	1	44	7	27	16	-0.724740951	-0.571287502	5.152791642	3.763597693	15.09023393	21.774	m	27	3.43603	9.0962843	y
